Location,Household Type,TimeFrame,DataFormat,Data,Fips
South Beach,Families with Children,2013,Dollars,104706.8262,502
St. George,Families with Children,2013,Dollars,67399.73431,501
Williamsburg/Greenpoint,Families with Children,2013,Dollars,53374.86263,301
Bushwick,Families with Children,2013,Dollars,43500.661,304
Bedford Stuyvesant,Families with Children,2013,Dollars,35607.9007,303
Fort Greene/Brooklyn Hts,Families with Children,2013,Dollars,111172.4025,302
Park Slope,Families with Children,2013,Dollars,187589.3451,306
Crown Heights North,Families with Children,2013,Dollars,41559.05335,308
Brownsville,Families with Children,2013,Dollars,30699.25252,316
East New York,Families with Children,2013,Dollars,41123.15901,305
Canarsie,Families with Children,2013,Dollars,76605.86813,318
East Flatbush,Families with Children,2013,Dollars,49681.71091,317
Crown Heights South,Families with Children,2013,Dollars,48148.68307,309
Sunset Park,Families with Children,2013,Dollars,40600.76868,307
Bay Ridge,Families with Children,2013,Dollars,69061.36806,310
Borough Park,Families with Children,2013,Dollars,40204.70803,312
Flatbush/Midwood,Families with Children,2013,Dollars,45961.24467,314
Sheepshead Bay,Families with Children,2013,Dollars,70733.24475,315
Bensonhurst,Families with Children,2013,Dollars,57866.96427,311
Coney Island,Families with Children,2013,Dollars,53809.61886,313
Astoria,Families with Children,2013,Dollars,49091.03426,401
Jackson Heights,Families with Children,2013,Dollars,49225.33069,403
Flushing,Families with Children,2013,Dollars,58552.10367,407
Bayside,Families with Children,2013,Dollars,86591.60409,411
Queens Village,Families with Children,2013,Dollars,93372.4355,413
Fresh Meadows/Briarwood,Families with Children,2013,Dollars,73365.68233,408
Elmhurst/Corona,Families with Children,2013,Dollars,53880.18139,404
Rego Park/Forest Hills,Families with Children,2013,Dollars,114328.3685,406
Sunnyside/Woodside,Families with Children,2013,Dollars,56865.4316,402
Ridgewood/Glendale,Families with Children,2013,Dollars,81269.82368,405
Woodhaven,Families with Children,2013,Dollars,68405.8194,409
Jamaica/St. Albans,Families with Children,2013,Dollars,58898.08768,412
Howard Beach,Families with Children,2013,Dollars,75496.21546,410
The Rockaways,Families with Children,2013,Dollars,65988.48373,414
Bronx,Families with Children,2013,Dollars,36015.3424,36005
Brooklyn,Families with Children,2013,Dollars,51594.86593,36047
Manhattan,Families with Children,2013,Dollars,103173.7984,36061
Queens,Families with Children,2013,Dollars,66308.29133,36081
Staten Island,Families with Children,2013,Dollars,93660.37614,36085
New York City,Families with Children,2013,Dollars,57300.18783,3651000
Riverdale,Families without Children,2013,Dollars,86275.21081,208
Williamsbridge,Families without Children,2013,Dollars,74460.53963,212
Throgs Neck,Families without Children,2013,Dollars,95113.73661,210
Pelham Parkway,Families without Children,2013,Dollars,73156.27095,211
Morrisania,Families without Children,2013,Dollars,35852.59334,203
East Tremont,Families without Children,2013,Dollars,35852.59334,206
Bedford Park,Families without Children,2013,Dollars,38467.95934,207
University Heights,Families without Children,2013,Dollars,40954.71943,205
Concourse/Highbridge,Families without Children,2013,Dollars,37129.5475,204
Unionport/Soundview,Families without Children,2013,Dollars,49343.69364,209
Mott Haven,Families without Children,2013,Dollars,35936.81314,201
Hunts Point,Families without Children,2013,Dollars,35936.81314,202
Washington Heights,Families without Children,2013,Dollars,52787.60029,112
Manhattanville,Families without Children,2013,Dollars,60568.82627,109
Central Harlem,Families without Children,2013,Dollars,54856.67574,110
East Harlem,Families without Children,2013,Dollars,43270.76373,111
Upper East Side,Families without Children,2013,Dollars,194275.7138,108
Upper West Side,Families without Children,2013,Dollars,188857.1944,107
Chelsea/Clinton,Families without Children,2013,Dollars,161889.7892,104
Midtown Business District,Families without Children,2013,Dollars,161889.7892,105
Murray Hill/Stuyvesant,Families without Children,2013,Dollars,164066.9847,106
Lower East Side,Families without Children,2013,Dollars,44989.30274,103
Battery Park/Tribeca,Families without Children,2013,Dollars,191437.2792,101
Greenwich Village,Families without Children,2013,Dollars,191437.2792,102
Tottenville,Families without Children,2013,Dollars,111043.7966,503
South Beach,Families without Children,2013,Dollars,97549.28197,502
St. George,Families without Children,2013,Dollars,88071.14098,501
Williamsburg/Greenpoint,Families without Children,2013,Dollars,60483.46837,301
Bushwick,Families without Children,2013,Dollars,58734.20052,304
Bedford Stuyvesant,Families without Children,2013,Dollars,56511.48085,303
Fort Greene/Brooklyn Hts,Families without Children,2013,Dollars,89976.32926,302
Park Slope,Families without Children,2013,Dollars,114789.3011,306
Crown Heights North,Families without Children,2013,Dollars,62242.97917,308
Brownsville,Families without Children,2013,Dollars,46353.891,316
East New York,Families without Children,2013,Dollars,56045.99578,305
Canarsie,Families without Children,2013,Dollars,92203.60135,318
East Flatbush,Families without Children,2013,Dollars,65919.05931,317
Crown Heights South,Families without Children,2013,Dollars,61274.45156,309
Sunset Park,Families without Children,2013,Dollars,57399.20299,307
Bay Ridge,Families without Children,2013,Dollars,76980.30478,310
Borough Park,Families without Children,2013,Dollars,58522.51293,312
Flatbush/Midwood,Families without Children,2013,Dollars,61983.49116,314
Sheepshead Bay,Families without Children,2013,Dollars,79389.67371,315
Bensonhurst,Families without Children,2013,Dollars,68309.08045,311
Coney Island,Families without Children,2013,Dollars,53410.1439,313
Astoria,Families without Children,2013,Dollars,59841.57698,401
Jackson Heights,Families without Children,2013,Dollars,65532.10351,403
Flushing,Families without Children,2013,Dollars,63169.39689,407
Bayside,Families without Children,2013,Dollars,99834.59742,411
Queens Village,Families without Children,2013,Dollars,103141.9314,413
Fresh Meadows/Briarwood,Families without Children,2013,Dollars,86119.29038,408
Elmhurst/Corona,Families without Children,2013,Dollars,58463.33145,404
Rego Park/Forest Hills,Families without Children,2013,Dollars,97675.61166,406
Sunnyside/Woodside,Families without Children,2013,Dollars,88025.61677,402
Ridgewood/Glendale,Families without Children,2013,Dollars,77178.3351,405
Woodhaven,Families without Children,2013,Dollars,81811.5618,409
Jamaica/St. Albans,Families without Children,2013,Dollars,71326.19762,412
Howard Beach,Families without Children,2013,Dollars,84192.4781,410
The Rockaways,Families without Children,2013,Dollars,67768.48043,414
Bronx,Families without Children,2013,Dollars,52239.03354,36005
Brooklyn,Families without Children,2013,Dollars,68389.88593,36047
Manhattan,Families without Children,2013,Dollars,99752.65384,36061
Queens,Families without Children,2013,Dollars,76718.54056,36081
Staten Island,Families without Children,2013,Dollars,99049.30476,36085
New York City,Families without Children,2013,Dollars,73382.75391,3651000
Riverdale,All Households,2014,Dollars,60907.03559,208
Williamsbridge,All Households,2014,Dollars,50440.60453,212
Throgs Neck,All Households,2014,Dollars,61735.99311,210
Pelham Parkway,All Households,2014,Dollars,53814.84352,211
Morrisania,All Households,2014,Dollars,24757.52382,203
East Tremont,All Households,2014,Dollars,24757.52382,206
Bedford Park,All Households,2014,Dollars,39869.71135,207
University Heights,All Households,2014,Dollars,23444.44613,205
Concourse/Highbridge,All Households,2014,Dollars,30555.73342,204
Unionport/Soundview,All Households,2014,Dollars,40502.10035,209
Mott Haven,All Households,2014,Dollars,23718.5188,201
Hunts Point,All Households,2014,Dollars,23718.5188,202
Washington Heights,All Households,2014,Dollars,50722.53995,112
Manhattanville,All Households,2014,Dollars,47440.40735,109
Central Harlem,All Households,2014,Dollars,45563.45883,110
East Harlem,All Households,2014,Dollars,35202.61315,111
Upper East Side,All Households,2014,Dollars,129440.9296,108
Upper West Side,All Households,2014,Dollars,119267.6665,107
Chelsea/Clinton,All Households,2014,Dollars,110708.5116,104
Midtown Business District,All Households,2014,Dollars,110708.5116,105
Murray Hill/Stuyvesant,All Households,2014,Dollars,118643.1402,106
Lower East Side,All Households,2014,Dollars,46464.30426,103
Battery Park/Tribeca,All Households,2014,Dollars,135003.257,101
Greenwich Village,All Households,2014,Dollars,135003.257,102
Tottenville,All Households,2014,Dollars,92912.88304,503
South Beach,All Households,2014,Dollars,80266.22633,502
St. George,All Households,2014,Dollars,64701.36958,501
Williamsburg/Greenpoint,All Households,2014,Dollars,64943.99129,301
Bushwick,All Households,2014,Dollars,45473.59894,304
Bedford Stuyvesant,All Households,2014,Dollars,38952.01719,303
Fort Greene/Brooklyn Hts,All Households,2014,Dollars,94990.89307,302
Park Slope,All Households,2014,Dollars,126977.6453,306
Crown Heights North,All Households,2014,Dollars,50438.35804,308
Brownsville,All Households,2014,Dollars,28372.13802,316
East New York,All Households,2014,Dollars,37062.71294,305
Canarsie,All Households,2014,Dollars,69742.50959,318
East Flatbush,All Households,2014,Dollars,47568.4577,317
Crown Heights South,All Households,2014,Dollars,46967.51966,309
Sunset Park,All Households,2014,Dollars,53973.22158,307
Bay Ridge,All Households,2014,Dollars,63683.70629,310
Borough Park,All Households,2014,Dollars,48549.05378,312
Flatbush/Midwood,All Households,2014,Dollars,56517.37981,314
Sheepshead Bay,All Households,2014,Dollars,59214.29985,315
Bensonhurst,All Households,2014,Dollars,53632.87724,311
Coney Island,All Households,2014,Dollars,33223.449,313
Astoria,All Households,2014,Dollars,63204.07911,401
Jackson Heights,All Households,2014,Dollars,55724.36625,403
Flushing,All Households,2014,Dollars,58526.87167,407
Bayside,All Households,2014,Dollars,90832.62652,411
Queens Village,All Households,2014,Dollars,85065.86787,413
Fresh Meadows/Briarwood,All Households,2014,Dollars,62142.60912,408
Elmhurst/Corona,All Households,2014,Dollars,50842.72756,404
Rego Park/Forest Hills,All Households,2014,Dollars,68843.91066,406
Sunnyside/Woodside,All Households,2014,Dollars,64322.83478,402
Ridgewood/Glendale,All Households,2014,Dollars,71506.00999,405
Woodhaven,All Households,2014,Dollars,68827.06193,409
Jamaica/St. Albans,All Households,2014,Dollars,59012.11509,412
Howard Beach,All Households,2014,Dollars,68457.51312,410
The Rockaways,All Households,2014,Dollars,49691.39768,414
Bronx,All Households,2014,Dollars,37866.95898,36005
Brooklyn,All Households,2014,Dollars,53877.74545,36047
Manhattan,All Households,2014,Dollars,85466.86764,36061
Queens,All Households,2014,Dollars,64295.87681,36081
Staten Island,All Households,2014,Dollars,79886.56828,36085
New York City,All Households,2014,Dollars,59527.68623,3651000
Riverdale,Families,2014,Dollars,66913.0462,208
Williamsbridge,Families,2014,Dollars,59206.43711,212
Throgs Neck,Families,2014,Dollars,80775.05797,210
Pelham Parkway,Families,2014,Dollars,60541.97978,211
Morrisania,Families,2014,Dollars,27004.02115,203
East Tremont,Families,2014,Dollars,27004.02115,206
Bedford Park,Families,2014,Dollars,40323.50381,207
University Heights,Families,2014,Dollars,26543.48919,205
Concourse/Highbridge,Families,2014,Dollars,33344.75986,204
Unionport/Soundview,Families,2014,Dollars,43708.97529,209
Mott Haven,Families,2014,Dollars,27672.3541,201
Hunts Point,Families,2014,Dollars,27672.3541,202
Washington Heights,Families,2014,Dollars,52796.05698,112
Manhattanville,Families,2014,Dollars,54643.80104,109
Central Harlem,Families,2014,Dollars,53736.21612,110
East Harlem,Families,2014,Dollars,40903.10012,111
Upper East Side,Families,2014,Dollars,211238.1439,108
Upper West Side,Families,2014,Dollars,193549.2239,107
Chelsea/Clinton,Families,2014,Dollars,158092.7566,104
Midtown Business District,Families,2014,Dollars,158092.7566,105
Murray Hill/Stuyvesant,Families,2014,Dollars,193468.35,106
Lower East Side,Families,2014,Dollars,47889.70682,103
Battery Park/Tribeca,Families,2014,Dollars,187710.5773,101
Greenwich Village,Families,2014,Dollars,187710.5773,102
Tottenville,Families,2014,Dollars,104181.3137,503
South Beach,Families,2014,Dollars,90551.81435,502
St. George,Families,2014,Dollars,78225.2835,501
Williamsburg/Greenpoint,Families,2014,Dollars,59675.95506,301
Bushwick,Families,2014,Dollars,40352.70828,304
Bedford Stuyvesant,Families,2014,Dollars,44567.13727,303
Fort Greene/Brooklyn Hts,Families,2014,Dollars,113418.9107,302
Park Slope,Families,2014,Dollars,164256.022,306
Crown Heights North,Families,2014,Dollars,58680.75674,308
Brownsville,Families,2014,Dollars,35847.35788,316
East New York,Families,2014,Dollars,43676.40108,305
Canarsie,Families,2014,Dollars,81617.49447,318
East Flatbush,Families,2014,Dollars,60646.4419,317
Crown Heights South,Families,2014,Dollars,54424.76755,309
Sunset Park,Families,2014,Dollars,51508.81401,307
Bay Ridge,Families,2014,Dollars,73900.77614,310
Borough Park,Families,2014,Dollars,54282.11497,312
Flatbush/Midwood,Families,2014,Dollars,67463.43805,314
Sheepshead Bay,Families,2014,Dollars,68964.09826,315
Bensonhurst,Families,2014,Dollars,58751.5214,311
Coney Island,Families,2014,Dollars,45548.8566,313
Astoria,Families,2014,Dollars,64920.40307,401
Jackson Heights,Families,2014,Dollars,56408.42469,403
Flushing,Families,2014,Dollars,63937.56049,407
Bayside,Families,2014,Dollars,97544.03729,411
Queens Village,Families,2014,Dollars,93490.23286,413
Fresh Meadows/Briarwood,Families,2014,Dollars,70410.84254,408
Elmhurst/Corona,Families,2014,Dollars,52502.88908,404
Rego Park/Forest Hills,Families,2014,Dollars,97685.56662,406
Sunnyside/Woodside,Families,2014,Dollars,65854.94596,402
Ridgewood/Glendale,Families,2014,Dollars,79749.53194,405
Woodhaven,Families,2014,Dollars,69369.59103,409
Jamaica/St. Albans,Families,2014,Dollars,67498.25876,412
Howard Beach,Families,2014,Dollars,73052.7234,410
The Rockaways,Families,2014,Dollars,66804.09108,414
Bronx,Families,2014,Dollars,41606.25379,36005
Brooklyn,Families,2014,Dollars,60886.81712,36047
Manhattan,Families,2014,Dollars,101605.7045,36061
Queens,Families,2014,Dollars,71771.09668,36081
Staten Island,Families,2014,Dollars,90912.37717,36085
New York City,Families,2014,Dollars,65967.27083,3651000
Riverdale,Families with Children,2014,Dollars,51451.52833,208
Williamsbridge,Families with Children,2014,Dollars,49205.031,212
Throgs Neck,Families with Children,2014,Dollars,67105.12172,210
Pelham Parkway,Families with Children,2014,Dollars,49099.44563,211
Morrisania,Families with Children,2014,Dollars,24039.76792,203
East Tremont,Families with Children,2014,Dollars,24039.76792,206
Bedford Park,Families with Children,2014,Dollars,33958.05363,207
University Heights,Families with Children,2014,Dollars,21843.81678,205
Concourse/Highbridge,Families with Children,2014,Dollars,31037.6071,204
Unionport/Soundview,Families with Children,2014,Dollars,38298.28647,209
Mott Haven,Families with Children,2014,Dollars,26901.80552,201
Hunts Point,Families with Children,2014,Dollars,26901.80552,202
Washington Heights,Families with Children,2014,Dollars,48067.18011,112
Manhattanville,Families with Children,2014,Dollars,72245.10761,109
Central Harlem,Families with Children,2014,Dollars,45950.97962,110
East Harlem,Families with Children,2014,Dollars,41326.56487,111
Upper East Side,Families with Children,2014,Dollars,248616.4897,108
Upper West Side,Families with Children,2014,Dollars,278137.7111,107
Chelsea/Clinton,Families with Children,2014,Dollars,151987.9001,104
Midtown Business District,Families with Children,2014,Dollars,151987.9001,105
Murray Hill/Stuyvesant,Families with Children,2014,Dollars,226517.6955,106
Lower East Side,Families with Children,2014,Dollars,54464.08125,103
Battery Park/Tribeca,Families with Children,2014,Dollars,236137.197,101
Greenwich Village,Families with Children,2014,Dollars,236137.197,102
Tottenville,Families with Children,2014,Dollars,101655.1274,503
South Beach,Families with Children,2014,Dollars,92402.92815,502
St. George,Families with Children,2014,Dollars,71873.3123,501
Williamsburg/Greenpoint,Families with Children,2014,Dollars,47195.53914,301
Bushwick,Families with Children,2014,Dollars,37632.20001,304
Bedford Stuyvesant,Families with Children,2014,Dollars,35621.5849,303
Fort Greene/Brooklyn Hts,Families with Children,2014,Dollars,126308.1891,302
Park Slope,Families with Children,2014,Dollars,185110.2567,306
Crown Heights North,Families with Children,2014,Dollars,46934.94545,308
Brownsville,Families with Children,2014,Dollars,25057.43121,316
East New York,Families with Children,2014,Dollars,36744.83357,305
Canarsie,Families with Children,2014,Dollars,73648.04519,318
East Flatbush,Families with Children,2014,Dollars,48708.55509,317
Crown Heights South,Families with Children,2014,Dollars,47410.07964,309
Sunset Park,Families with Children,2014,Dollars,47699.87779,307
Bay Ridge,Families with Children,2014,Dollars,73936.7201,310
Borough Park,Families with Children,2014,Dollars,46702.43298,312
Flatbush/Midwood,Families with Children,2014,Dollars,62442.51652,314
Sheepshead Bay,Families with Children,2014,Dollars,66638.97353,315
Bensonhurst,Families with Children,2014,Dollars,56662.27889,311
Coney Island,Families with Children,2014,Dollars,39449.61635,313
Astoria,Families with Children,2014,Dollars,46545.17817,401
Jackson Heights,Families with Children,2014,Dollars,48403.03146,403
Flushing,Families with Children,2014,Dollars,62585.1691,407
Bayside,Families with Children,2014,Dollars,97919.20234,411
Queens Village,Families with Children,2014,Dollars,90173.27955,413
Fresh Meadows/Briarwood,Families with Children,2014,Dollars,63614.06487,408
Elmhurst/Corona,Families with Children,2014,Dollars,41918.51692,404
Rego Park/Forest Hills,Families with Children,2014,Dollars,122037.5977,406
Sunnyside/Woodside,Families with Children,2014,Dollars,53019.58347,402
Ridgewood/Glendale,Families with Children,2014,Dollars,79000.32508,405
Woodhaven,Families with Children,2014,Dollars,63644.39259,409
Jamaica/St. Albans,Families with Children,2014,Dollars,63408.51037,412
Howard Beach,Families with Children,2014,Dollars,73036.99792,410
The Rockaways,Families with Children,2014,Dollars,60766.62951,414
Bronx,Families with Children,2014,Dollars,35063.33032,36005
Brooklyn,Families with Children,2014,Dollars,52601.73497,36047
Manhattan,Families with Children,2014,Dollars,111506.0182,36061
Queens,Families with Children,2014,Dollars,64015.06465,36081
Staten Island,Families with Children,2014,Dollars,88060.44881,36085
New York City,Families with Children,2014,Dollars,57107.08536,3651000
Riverdale,Families without Children,2014,Dollars,79692.24626,208
Williamsbridge,Families without Children,2014,Dollars,63815.12638,212
Throgs Neck,Families without Children,2014,Dollars,91444.79704,210
Pelham Parkway,Families without Children,2014,Dollars,72579.83571,211
Morrisania,Families without Children,2014,Dollars,31896.89233,203
East Tremont,Families without Children,2014,Dollars,31896.89233,206
Bedford Park,Families without Children,2014,Dollars,46674.35176,207
University Heights,Families without Children,2014,Dollars,35044.23509,205
Concourse/Highbridge,Families without Children,2014,Dollars,36377.53125,204
Unionport/Soundview,Families without Children,2014,Dollars,51907.56729,209
Mott Haven,Families without Children,2014,Dollars,29194.35604,201
Hunts Point,Families without Children,2014,Dollars,29194.35604,202
Washington Heights,Families without Children,2014,Dollars,54950.44792,112
Manhattanville,Families without Children,2014,Dollars,50451.83702,109
Central Harlem,Families without Children,2014,Dollars,62923.26694,110
East Harlem,Families without Children,2014,Dollars,40305.53183,111
Upper East Side,Families without Children,2014,Dollars,182662.6978,108
Upper West Side,Families without Children,2014,Dollars,156632.5333,107
Chelsea/Clinton,Families without Children,2014,Dollars,169407.2404,104
Midtown Business District,Families without Children,2014,Dollars,169407.2404,105
Murray Hill/Stuyvesant,Families without Children,2014,Dollars,185795.4384,106
Lower East Side,Families without Children,2014,Dollars,44911.97461,103
Battery Park/Tribeca,Families without Children,2014,Dollars,178205.6471,101
Greenwich Village,Families without Children,2014,Dollars,178205.6471,102
Tottenville,Families without Children,2014,Dollars,106095.3294,503
South Beach,Families without Children,2014,Dollars,87860.51055,502
St. George,Families without Children,2014,Dollars,82126.32612,501
Williamsburg/Greenpoint,Families without Children,2014,Dollars,72359.67898,301
Bushwick,Families without Children,2014,Dollars,48431.11267,304
Bedford Stuyvesant,Families without Children,2014,Dollars,56082.68258,303
Fort Greene/Brooklyn Hts,Families without Children,2014,Dollars,107455.5835,302
Park Slope,Families without Children,2014,Dollars,134148.4648,306
Crown Heights North,Families without Children,2014,Dollars,64957.47028,308
Brownsville,Families without Children,2014,Dollars,47286.52228,316
East New York,Families without Children,2014,Dollars,51497.58153,305
Canarsie,Families without Children,2014,Dollars,85469.11414,318
East Flatbush,Families without Children,2014,Dollars,70783.7611,317
Crown Heights South,Families without Children,2014,Dollars,58502.1602,309
Sunset Park,Families without Children,2014,Dollars,54051.84899,307
Bay Ridge,Families without Children,2014,Dollars,73859.21594,310
Borough Park,Families without Children,2014,Dollars,60411.68293,312
Flatbush/Midwood,Families without Children,2014,Dollars,71260.01853,314
Sheepshead Bay,Families without Children,2014,Dollars,71244.29305,315
Bensonhurst,Families without Children,2014,Dollars,63127.6982,311
Coney Island,Families without Children,2014,Dollars,50837.11131,313
Astoria,Families without Children,2014,Dollars,71704.825,401
Jackson Heights,Families without Children,2014,Dollars,69459.45092,403
Flushing,Families without Children,2014,Dollars,67088.27299,407
Bayside,Families without Children,2014,Dollars,97264.34837,411
Queens Village,Families without Children,2014,Dollars,96345.53096,413
Fresh Meadows/Briarwood,Families without Children,2014,Dollars,74743.21264,408
Elmhurst/Corona,Families without Children,2014,Dollars,61908.9734,404
Rego Park/Forest Hills,Families without Children,2014,Dollars,81653.43843,406
Sunnyside/Woodside,Families without Children,2014,Dollars,77614.23623,402
Ridgewood/Glendale,Families without Children,2014,Dollars,83008.07632,405
Woodhaven,Families without Children,2014,Dollars,74662.33874,409
Jamaica/St. Albans,Families without Children,2014,Dollars,71654.27881,412
Howard Beach,Families without Children,2014,Dollars,73071.81863,410
The Rockaways,Families without Children,2014,Dollars,67757.7292,414
Bronx,Families without Children,2014,Dollars,50128.34141,36005
Brooklyn,Families without Children,2014,Dollars,67210.7071,36047
Manhattan,Families without Children,2014,Dollars,97258.73213,36061
Queens,Families without Children,2014,Dollars,75714.82274,36081
Staten Island,Families without Children,2014,Dollars,92883.67858,36085
New York City,Families without Children,2014,Dollars,72101.33178,3651000
Riverdale,All Households,2015,Dollars,69235.14898,208
Williamsbridge,All Households,2015,Dollars,53255.73583,212
Throgs Neck,All Households,2015,Dollars,57056.51172,210
Pelham Parkway,All Households,2015,Dollars,51104.05692,211
Morrisania,All Households,2015,Dollars,26979.00217,203
East Tremont,All Households,2015,Dollars,26979.00217,206
Bedford Park,All Households,2015,Dollars,35830.27778,207
University Heights,All Households,2015,Dollars,27128.20618,205
Concourse/Highbridge,All Households,2015,Dollars,29310.17463,204
Unionport/Soundview,All Households,2015,Dollars,41268.9323,209
Mott Haven,All Households,2015,Dollars,27381.74082,201
Hunts Point,All Households,2015,Dollars,27381.74082,202
Washington Heights,All Households,2015,Dollars,50828.08559,112
Manhattanville,All Households,2015,Dollars,54614.27762,109
Central Harlem,All Households,2015,Dollars,51652.63407,110
East Harlem,All Households,2015,Dollars,33721.22858,111
Upper East Side,All Households,2015,Dollars,114935.3283,108
Upper West Side,All Households,2015,Dollars,113349.054,107
Chelsea/Clinton,All Households,2015,Dollars,114736.7635,104
Midtown Business District,All Households,2015,Dollars,114736.7635,105
Murray Hill/Stuyvesant,All Households,2015,Dollars,119870.279,106
Lower East Side,All Households,2015,Dollars,47417.70816,103
Battery Park/Tribeca,All Households,2015,Dollars,137034.3496,101
Greenwich Village,All Households,2015,Dollars,137034.3496,102
Tottenville,All Households,2015,Dollars,91101.95052,503
South Beach,All Households,2015,Dollars,82874.41499,502
St. George,All Households,2015,Dollars,62692.60914,501
Williamsburg/Greenpoint,All Households,2015,Dollars,75282.95973,301
Bushwick,All Households,2015,Dollars,48455.40524,304
Bedford Stuyvesant,All Households,2015,Dollars,44361.8305,303
Fort Greene/Brooklyn Hts,All Households,2015,Dollars,97209.21851,302
Park Slope,All Households,2015,Dollars,125050.9115,306
Crown Heights North,All Households,2015,Dollars,51286.91597,308
Brownsville,All Households,2015,Dollars,30357.96822,316
East New York,All Households,2015,Dollars,39375.27536,305
Canarsie,All Households,2015,Dollars,77512.04523,318
East Flatbush,All Households,2015,Dollars,56454.0865,317
Crown Heights South,All Households,2015,Dollars,50709.17111,309
Sunset Park,All Households,2015,Dollars,50731.6078,307
Bay Ridge,All Households,2015,Dollars,72221.47289,310
Borough Park,All Households,2015,Dollars,48431.84671,312
Flatbush/Midwood,All Households,2015,Dollars,55706.9446,314
Sheepshead Bay,All Households,2015,Dollars,61037.90299,315
Bensonhurst,All Households,2015,Dollars,56124.2671,311
Coney Island,All Households,2015,Dollars,45189.74449,313
Astoria,All Households,2015,Dollars,64705.18055,401
Jackson Heights,All Households,2015,Dollars,60732.76396,403
Flushing,All Households,2015,Dollars,56879.26184,407
Bayside,All Households,2015,Dollars,88873.98685,411
Queens Village,All Households,2015,Dollars,90920.2133,413
Fresh Meadows/Briarwood,All Households,2015,Dollars,69962.09785,408
Elmhurst/Corona,All Households,2015,Dollars,49063.43964,404
Rego Park/Forest Hills,All Households,2015,Dollars,79573.97737,406
Sunnyside/Woodside,All Households,2015,Dollars,67543.42229,402
Ridgewood/Glendale,All Households,2015,Dollars,69883.56942,405
Woodhaven,All Households,2015,Dollars,67837.34297,409
Jamaica/St. Albans,All Households,2015,Dollars,65419.78924,412
Howard Beach,All Households,2015,Dollars,75510.69217,410
The Rockaways,All Households,2015,Dollars,58710.09603,414
Bronx,All Households,2015,Dollars,39461.65663,36005
Brooklyn,All Households,2015,Dollars,57371.74726,36047
Manhattan,All Households,2015,Dollars,84782.65578,36061
Queens,All Households,2015,Dollars,67783.49491,36081
Staten Island,All Households,2015,Dollars,80348.0433,36085
New York City,All Households,2015,Dollars,62544.52696,3651000
Riverdale,Families,2015,Dollars,82607.41834,208
Williamsbridge,Families,2015,Dollars,64708.54606,212
Throgs Neck,Families,2015,Dollars,80488.27263,210
Pelham Parkway,Families,2015,Dollars,58120.01099,211
Morrisania,Families,2015,Dollars,31442.78235,203
East Tremont,Families,2015,Dollars,31442.78235,206
Bedford Park,Families,2015,Dollars,40316.49465,207
University Heights,Families,2015,Dollars,32065.4006,205
Concourse/Highbridge,Families,2015,Dollars,32123.736,204
Unionport/Soundview,Families,2015,Dollars,46730.02351,209
Mott Haven,Families,2015,Dollars,31022.09435,201
Hunts Point,Families,2015,Dollars,31022.09435,202
Washington Heights,Families,2015,Dollars,56206.16103,112
Manhattanville,Families,2015,Dollars,58570.98853,109
Central Harlem,Families,2015,Dollars,56875.89633,110
East Harlem,Families,2015,Dollars,36872.46219,111
Upper East Side,Families,2015,Dollars,226151.7746,108
Upper West Side,Families,2015,Dollars,178543.3545,107
Chelsea/Clinton,Families,2015,Dollars,179579.9297,104
Midtown Business District,Families,2015,Dollars,179579.9297,105
Murray Hill/Stuyvesant,Families,2015,Dollars,213249.5539,106
Lower East Side,Families,2015,Dollars,38463.22377,103
Battery Park/Tribeca,Families,2015,Dollars,224790.9891,101
Greenwich Village,Families,2015,Dollars,224790.9891,102
Tottenville,Families,2015,Dollars,106998.3479,503
South Beach,Families,2015,Dollars,100235.9285,502
St. George,Families,2015,Dollars,75775.44515,501
Williamsburg/Greenpoint,Families,2015,Dollars,72986.56414,301
Bushwick,Families,2015,Dollars,45941.37373,304
Bedford Stuyvesant,Families,2015,Dollars,53735.88107,303
Fort Greene/Brooklyn Hts,Families,2015,Dollars,119118.6498,302
Park Slope,Families,2015,Dollars,163860.7822,306
Crown Heights North,Families,2015,Dollars,48951.25617,308
Brownsville,Families,2015,Dollars,40536.37425,316
East New York,Families,2015,Dollars,48291.61738,305
Canarsie,Families,2015,Dollars,90387.34183,318
East Flatbush,Families,2015,Dollars,64986.76106,317
Crown Heights South,Families,2015,Dollars,57350.4324,309
Sunset Park,Families,2015,Dollars,45998.5873,307
Bay Ridge,Families,2015,Dollars,81623.56933,310
Borough Park,Families,2015,Dollars,49398.86821,312
Flatbush/Midwood,Families,2015,Dollars,66557.3296,314
Sheepshead Bay,Families,2015,Dollars,75350.26981,315
Bensonhurst,Families,2015,Dollars,61247.68607,311
Coney Island,Families,2015,Dollars,59131.90587,313
Astoria,Families,2015,Dollars,69780.36063,401
Jackson Heights,Families,2015,Dollars,60835.97275,403
Flushing,Families,2015,Dollars,63417.31434,407
Bayside,Families,2015,Dollars,104465.2452,411
Queens Village,Families,2015,Dollars,99533.65996,413
Fresh Meadows/Briarwood,Families,2015,Dollars,82384.17324,408
Elmhurst/Corona,Families,2015,Dollars,52012.74301,404
Rego Park/Forest Hills,Families,2015,Dollars,102205.8702,406
Sunnyside/Woodside,Families,2015,Dollars,70791.13368,402
Ridgewood/Glendale,Families,2015,Dollars,76493.41935,405
Woodhaven,Families,2015,Dollars,70050.72279,409
