Location,Household Type,TimeFrame,DataFormat,Data,Fips
Jamaica/St. Albans,Families,2015,Dollars,75100.10068,412
Howard Beach,Families,2015,Dollars,81504.65485,410
The Rockaways,Families,2015,Dollars,69785.96981,414
Bronx,Families,2015,Dollars,45426.45161,36005
Brooklyn,Families,2015,Dollars,63649.53412,36047
Manhattan,Families,2015,Dollars,103370.3346,36061
Queens,Families,2015,Dollars,74493.18812,36081
Staten Island,Families,2015,Dollars,92785.82437,36085
New York City,Families,2015,Dollars,68895.23307,3651000
Riverdale,Families with Children,2015,Dollars,90373.87982,208
Williamsbridge,Families with Children,2015,Dollars,55598.12664,212
Throgs Neck,Families with Children,2015,Dollars,64091.53698,210
Pelham Parkway,Families with Children,2015,Dollars,45905.47502,211
Morrisania,Families with Children,2015,Dollars,27225.8058,203
East Tremont,Families with Children,2015,Dollars,27225.8058,206
Bedford Park,Families with Children,2015,Dollars,34878.96197,207
University Heights,Families with Children,2015,Dollars,24874.44031,205
Concourse/Highbridge,Families with Children,2015,Dollars,27654.34664,204
Unionport/Soundview,Families with Children,2015,Dollars,35702.38862,209
Mott Haven,Families with Children,2015,Dollars,27028.36289,201
Hunts Point,Families with Children,2015,Dollars,27028.36289,202
Washington Heights,Families with Children,2015,Dollars,46524.72776,112
Manhattanville,Families with Children,2015,Dollars,67807.05344,109
Central Harlem,Families with Children,2015,Dollars,51207.26571,110
East Harlem,Families with Children,2015,Dollars,26789.41211,111
Upper East Side,Families with Children,2015,Dollars,258642.3505,108
Upper West Side,Families with Children,2015,Dollars,241959.547,107
Chelsea/Clinton,Families with Children,2015,Dollars,176276.1266,104
Midtown Business District,Families with Children,2015,Dollars,176276.1266,105
Murray Hill/Stuyvesant,Families with Children,2015,Dollars,280458.6695,106
Lower East Side,Families with Children,2015,Dollars,37929.23046,103
Battery Park/Tribeca,Families with Children,2015,Dollars,280458.6695,101
Greenwich Village,Families with Children,2015,Dollars,280458.6695,102
Tottenville,Families with Children,2015,Dollars,111686.495,503
South Beach,Families with Children,2015,Dollars,101975.8941,502
St. George,Families with Children,2015,Dollars,70815.81404,501
Williamsburg/Greenpoint,Families with Children,2015,Dollars,65114.65021,301
Bushwick,Families with Children,2015,Dollars,39166.61411,304
Bedford Stuyvesant,Families with Children,2015,Dollars,41280.15064,303
Fort Greene/Brooklyn Hts,Families with Children,2015,Dollars,125267.4256,302
Park Slope,Families with Children,2015,Dollars,185745.5331,306
Crown Heights North,Families with Children,2015,Dollars,39396.59022,308
Brownsville,Families with Children,2015,Dollars,34227.17602,316
East New York,Families with Children,2015,Dollars,45168.42964,305
Canarsie,Families with Children,2015,Dollars,84489.85693,318
East Flatbush,Families with Children,2015,Dollars,48254.59683,317
Crown Heights South,Families with Children,2015,Dollars,43315.15875,309
Sunset Park,Families with Children,2015,Dollars,38513.70633,307
Bay Ridge,Families with Children,2015,Dollars,83944.64528,310
Borough Park,Families with Children,2015,Dollars,46342.99054,312
Flatbush/Midwood,Families with Children,2015,Dollars,60742.86047,314
Sheepshead Bay,Families with Children,2015,Dollars,67904.65305,315
Bensonhurst,Families with Children,2015,Dollars,52235.98811,311
Coney Island,Families with Children,2015,Dollars,56206.16103,313
Astoria,Families with Children,2015,Dollars,56704.25563,401
Jackson Heights,Families with Children,2015,Dollars,51486.60254,403
Flushing,Families with Children,2015,Dollars,60497.17867,407
Bayside,Families with Children,2015,Dollars,99274.51615,411
Queens Village,Families with Children,2015,Dollars,96615.76796,413
Fresh Meadows/Briarwood,Families with Children,2015,Dollars,67727.40317,408
Elmhurst/Corona,Families with Children,2015,Dollars,40757.37568,404
Rego Park/Forest Hills,Families with Children,2015,Dollars,109031.1123,406
Sunnyside/Woodside,Families with Children,2015,Dollars,58096.45246,402
Ridgewood/Glendale,Families with Children,2015,Dollars,64665.91634,405
Woodhaven,Families with Children,2015,Dollars,62225.92591,409
Jamaica/St. Albans,Families with Children,2015,Dollars,63613.63541,412
Howard Beach,Families with Children,2015,Dollars,67517.62009,410
The Rockaways,Families with Children,2015,Dollars,59338.32345,414
Bronx,Families with Children,2015,Dollars,35522.89508,36005
Brooklyn,Families with Children,2015,Dollars,56313.85716,36047
Manhattan,Families with Children,2015,Dollars,101013.3599,36061
Queens,Families with Children,2015,Dollars,64769.12513,36081
Staten Island,Families with Children,2015,Dollars,94087.1526,36085
New York City,Families with Children,2015,Dollars,58171.61539,3651000
Riverdale,Families without Children,2015,Dollars,74673.8035,208
Williamsbridge,Families without Children,2015,Dollars,75120.2937,212
Throgs Neck,Families without Children,2015,Dollars,85309.91808,210
Pelham Parkway,Families without Children,2015,Dollars,69055.65543,211
Morrisania,Families without Children,2015,Dollars,37913.52477,203
East Tremont,Families without Children,2015,Dollars,37913.52477,206
Bedford Park,Families without Children,2015,Dollars,45494.88353,207
University Heights,Families without Children,2015,Dollars,43889.5381,205
Concourse/Highbridge,Families without Children,2015,Dollars,37999.90604,204
Unionport/Soundview,Families without Children,2015,Dollars,59533.52269,209
Mott Haven,Families without Children,2015,Dollars,37312.22139,201
Hunts Point,Families without Children,2015,Dollars,37312.22139,202
Washington Heights,Families without Children,2015,Dollars,61240.95507,112
Manhattanville,Families without Children,2015,Dollars,58114.40182,109
Central Harlem,Families without Children,2015,Dollars,63715.72237,110
East Harlem,Families without Children,2015,Dollars,50383.83905,111
Upper East Side,Families without Children,2015,Dollars,215655.8893,108
Upper West Side,Families without Children,2015,Dollars,153913.4741,107
Chelsea/Clinton,Families without Children,2015,Dollars,180969.8829,104
Midtown Business District,Families without Children,2015,Dollars,180969.8829,105
Murray Hill/Stuyvesant,Families without Children,2015,Dollars,191712.5718,106
Lower East Side,Families without Children,2015,Dollars,38531.65568,103
Battery Park/Tribeca,Families without Children,2015,Dollars,175673.7014,101
Greenwich Village,Families without Children,2015,Dollars,175673.7014,102
Tottenville,Families without Children,2015,Dollars,100555.6514,503
South Beach,Families without Children,2015,Dollars,98401.72877,502
St. George,Families without Children,2015,Dollars,81032.36245,501
Williamsburg/Greenpoint,Families without Children,2015,Dollars,74109.52066,301
Bushwick,Families without Children,2015,Dollars,49287.80657,304
Bedford Stuyvesant,Families without Children,2015,Dollars,61971.26944,303
Fort Greene/Brooklyn Hts,Families without Children,2015,Dollars,112221.6102,302
Park Slope,Families without Children,2015,Dollars,147434.8789,306
Crown Heights North,Families without Children,2015,Dollars,62468.2422,308
Brownsville,Families without Children,2015,Dollars,50631.76452,316
East New York,Families without Children,2015,Dollars,51911.77788,305
Canarsie,Families without Children,2015,Dollars,93685.53578,318
East Flatbush,Families without Children,2015,Dollars,73228.88043,317
Crown Heights South,Families without Children,2015,Dollars,66326.23166,309
Sunset Park,Families without Children,2015,Dollars,54382.05785,307
Bay Ridge,Families without Children,2015,Dollars,78097.64294,310
Borough Park,Families without Children,2015,Dollars,55776.49835,312
Flatbush/Midwood,Families without Children,2015,Dollars,71553.98126,314
Sheepshead Bay,Families without Children,2015,Dollars,82932.7504,315
Bensonhurst,Families without Children,2015,Dollars,67757.69271,311
Coney Island,Families without Children,2015,Dollars,62468.2422,313
Astoria,Families without Children,2015,Dollars,78277.13648,401
Jackson Heights,Families without Children,2015,Dollars,67866.51067,403
Flushing,Families without Children,2015,Dollars,64237.37549,407
Bayside,Families without Children,2015,Dollars,107838.6021,411
Queens Village,Families without Children,2015,Dollars,101391.4182,413
Fresh Meadows/Briarwood,Families without Children,2015,Dollars,91922.01167,408
Elmhurst/Corona,Families without Children,2015,Dollars,63767.32676,404
Rego Park/Forest Hills,Families without Children,2015,Dollars,95355.94762,406
Sunnyside/Woodside,Families without Children,2015,Dollars,79013.06003,402
Ridgewood/Glendale,Families without Children,2015,Dollars,92359.5272,405
Woodhaven,Families without Children,2015,Dollars,78168.31852,409
Jamaica/St. Albans,Families without Children,2015,Dollars,80951.59036,412
Howard Beach,Families without Children,2015,Dollars,89228.48661,410
The Rockaways,Families without Children,2015,Dollars,80534.26786,414
Bronx,Families without Children,2015,Dollars,55547.64408,36005
Brooklyn,Families without Children,2015,Dollars,69486.43995,36047
Manhattan,Families without Children,2015,Dollars,106388.0698,36061
Queens,Families without Children,2015,Dollars,80967.29604,36081
Staten Island,Families without Children,2015,Dollars,92018.48945,36085
New York City,Families without Children,2015,Dollars,76251.10306,3651000
Riverdale,All Households,2016,Dollars,64702.55346,208
Williamsbridge,All Households,2016,Dollars,57026.63772,212
Throgs Neck,All Households,2016,Dollars,65926.74881,210
Pelham Parkway,All Households,2016,Dollars,56391.78755,211
Morrisania,All Households,2016,Dollars,28648.16903,203
East Tremont,All Households,2016,Dollars,28648.16903,206
Bedford Park,All Households,2016,Dollars,37803.55204,207
University Heights,All Households,2016,Dollars,29540.51088,205
Concourse/Highbridge,All Households,2016,Dollars,34960.04479,204
Unionport/Soundview,All Households,2016,Dollars,41571.5876,209
Mott Haven,All Households,2016,Dollars,30312.98592,201
Hunts Point,All Households,2016,Dollars,30312.98592,202
Washington Heights,All Households,2016,Dollars,57748.05837,112
Manhattanville,All Households,2016,Dollars,54421.75423,109
Central Harlem,All Households,2016,Dollars,50659.26806,110
East Harlem,All Households,2016,Dollars,38205.32785,111
Upper East Side,All Households,2016,Dollars,129823.5309,108
Upper West Side,All Households,2016,Dollars,123496.1168,107
Chelsea/Clinton,All Households,2016,Dollars,112708.1034,104
Midtown Business District,All Households,2016,Dollars,112708.1034,105
Murray Hill/Stuyvesant,All Households,2016,Dollars,122531.6329,106
Lower East Side,All Households,2016,Dollars,45734.7397,103
Battery Park/Tribeca,All Households,2016,Dollars,152286.3502,101
Greenwich Village,All Households,2016,Dollars,152286.3502,102
Tottenville,All Households,2016,Dollars,99923.41956,503
South Beach,All Households,2016,Dollars,91179.80126,502
St. George,All Households,2016,Dollars,72780.245,501
Williamsburg/Greenpoint,All Households,2016,Dollars,77347.39267,301
Bushwick,All Households,2016,Dollars,53751.38796,304
Bedford Stuyvesant,All Households,2016,Dollars,57086.57113,303
Fort Greene/Brooklyn Hts,All Households,2016,Dollars,96544.95116,302
Park Slope,All Households,2016,Dollars,115286.3498,306
Crown Heights North,All Households,2016,Dollars,57590.45571,308
Brownsville,All Households,2016,Dollars,33526.08251,316
East New York,All Households,2016,Dollars,42042.17584,305
Canarsie,All Households,2016,Dollars,83674.80672,318
East Flatbush,All Households,2016,Dollars,56887.90298,317
Crown Heights South,All Households,2016,Dollars,56380.68877,309
Sunset Park,All Households,2016,Dollars,59117.64773,307
Bay Ridge,All Households,2016,Dollars,73884.57354,310
Borough Park,All Households,2016,Dollars,50827.9695,312
Flatbush/Midwood,All Households,2016,Dollars,56214.20708,314
Sheepshead Bay,All Households,2016,Dollars,66759.15725,315
Bensonhurst,All Households,2016,Dollars,56695.8941,311
Coney Island,All Households,2016,Dollars,43521.64312,313
Astoria,All Households,2016,Dollars,67043.286,401
Jackson Heights,All Households,2016,Dollars,58912.32032,403
Flushing,All Households,2016,Dollars,56653.71874,407
Bayside,All Households,2016,Dollars,87807.99212,411
Queens Village,All Households,2016,Dollars,89399.55707,413
Fresh Meadows/Briarwood,All Households,2016,Dollars,73964.48475,408
Elmhurst/Corona,All Households,2016,Dollars,46863.48555,404
Rego Park/Forest Hills,All Households,2016,Dollars,78319.64573,406
Sunnyside/Woodside,All Households,2016,Dollars,69117.64785,402
Ridgewood/Glendale,All Households,2016,Dollars,82916.7601,405
Woodhaven,All Households,2016,Dollars,73841.2883,409
Jamaica/St. Albans,All Households,2016,Dollars,66694.78433,412
Howard Beach,All Households,2016,Dollars,80441.73233,410
The Rockaways,All Households,2016,Dollars,49237.51443,414
Bronx,All Households,2016,Dollars,41648.16918,36005
Brooklyn,All Households,2016,Dollars,61209.76762,36047
Manhattan,All Households,2016,Dollars,86081.02207,36061
Queens,All Households,2016,Dollars,69042.17615,36081
Staten Island,All Households,2016,Dollars,85679.24626,36085
New York City,All Households,2016,Dollars,65322.97522,3651000
Riverdale,Families,2016,Dollars,71563.8188,208
Williamsbridge,Families,2016,Dollars,68365.15061,212
Throgs Neck,Families,2016,Dollars,81647.05975,210
Pelham Parkway,Families,2016,Dollars,62417.31481,211
Morrisania,Families,2016,Dollars,34770.25567,203
East Tremont,Families,2016,Dollars,34770.25567,206
Bedford Park,Families,2016,Dollars,39345.17248,207
University Heights,Families,2016,Dollars,34190.89939,205
Concourse/Highbridge,Families,2016,Dollars,41071.03265,204
Unionport/Soundview,Families,2016,Dollars,48295.22808,209
Mott Haven,Families,2016,Dollars,35371.8095,201
Hunts Point,Families,2016,Dollars,35371.8095,202
Washington Heights,Families,2016,Dollars,60724.75097,112
Manhattanville,Families,2016,Dollars,58229.74539,109
Central Harlem,Families,2016,Dollars,57553.82973,110
East Harlem,Families,2016,Dollars,41875.69415,111
Upper East Side,Families,2016,Dollars,224395.1191,108
Upper West Side,Families,2016,Dollars,205256.3841,107
Chelsea/Clinton,Families,2016,Dollars,189682.5771,104
Midtown Business District,Families,2016,Dollars,189682.5771,105
Murray Hill/Stuyvesant,Families,2016,Dollars,210209.7693,106
Lower East Side,Families,2016,Dollars,47916.7597,103
Battery Park/Tribeca,Families,2016,Dollars,250479.4701,101
Greenwich Village,Families,2016,Dollars,250479.4701,102
Tottenville,Families,2016,Dollars,112962.2654,503
South Beach,Families,2016,Dollars,112460.6006,502
St. George,Families,2016,Dollars,83731.4105,501
Williamsburg/Greenpoint,Families,2016,Dollars,64556.04957,301
Bushwick,Families,2016,Dollars,45623.75191,304
Bedford Stuyvesant,Families,2016,Dollars,62328.52457,303
Fort Greene/Brooklyn Hts,Families,2016,Dollars,117793.5641,302
